a	(ā) 
disinhibit	(dĭs'ĭn-hĭb'ĭt) 
disinhibition	(dĭs'ĭn-hə-bĭsh'ən, -ĭn-ə-, dĭs-ĭn'-) 
disintegrate	(dĭs-ĭn'tĭ-grāt') 
disintegration	(dĭs-ĭn'tĭ-grā'shən) 
disinter	(dĭs'ĭn-tûr') 
disinterest	(dĭs-ĭn'tər-ĭst, -ĭn'trĭst) 
disinterested	(dĭs-ĭn'trĭ-stĭd, -ĭn'tə-rěs'tĭd) 
disintermediation	(dĭs-ĭn'tər-mē'dē-ā'shən) 
disintoxicate	(dĭs'ĭn-tŏk'sĭ-kāt') 
disinvent	(dĭs'ĭn-věnt') 
disinvestment	(dĭs'ĭn-věst'mənt) 
disinvite	(dĭs'ĭn-vīt') 
disjointed	(dĭs-join'tĭd) 
disjunction	(dĭs-jŭngk'shən) 
disjunctive	(dĭs-jŭngk'tĭv) 
disjuncture	(dĭs-jŭngk'chər) 
disk	(dĭsk)
dislocate	(dĭs'lō-kāt', dĭs-lō'kāt) 
dislocation	(dĭs'lō-kā'shən) 
dislodge	(dĭs-lŏj') 
disloyalty	(dĭs-loi'əl-tē) 
dismal	(dĭz'məl) 
dismantle	(dĭs-mān'tl) 
dismember	(dĭs-měm'bər) 
dismissal	(dĭs-mĭs'əl) 
dismiss	(dĭs-mĭs') 
disobedience	(dĭs'ə-bē'dē-əns) 
disobey	(dĭs'ə-bā') 
disoblige	(dĭs'ə-blīj') 
disordered	(dĭs-ôr'dərd) 
disorderly	(dĭs-ôr'dər-lē) 
disorganize	(dĭs-ôr'gə-nīz') 
disorientation	(dĭs-ôr'ē-ěn-tā'shən) 
disorient	(dĭs-ôr'ē-ěnt', -ōr'-) 
disparage	(dĭ-spār'ĭj) 
disparate	(dĭs'pər-ĭt, dĭ-spār'ĭt) 
disparity	(dĭ-spār'ĭ-tē) 
dispassionate	(dĭs-pāsh'ə-nĭt) 
dispassion	(dĭs-pāsh'ən) 
dispatcher	(dĭs-pāch'ər) 
dispel	(dĭ-spěl') 
dispensable	(dĭ-spěn'sə-bəl) 
dispensary	(dĭ-spěn'sə-rē) 
dispensation	(dĭs'pən-sā'shən, -pěn-) 
dispensatory	(dĭ-spěn'sə-tôr'ē, -tōr'ē) 
dispenser	(dĭ-spěn'sər) 
dispeople	(dĭs-pē'pəl) 
dispersal	(dĭ-spûr'səl) 
dispersant	(dĭ-spûr'sənt) 
disperse	(dĭ-spûrs') 
dispersion	(dĭ-spûr'zhən) 
dispersion	(dĭ-spûr'zhən, -shən) 
dispersive	(dĭ-spûr'sĭv, -zĭv) 
displace	(dĭs-plās') 
displacement	(dĭs-plās'mənt) 
displease	(dĭs-plēz') 
displeasure	(dĭs-plězh'ər) 
disposable	(dĭ-spō'zə-bəl) 
dispose	(dĭ-spōz') 
disposition	(dĭs'pə-zĭsh'ən) 
dispossess	(dĭs'pə-zěs') 
dispraise	(dĭs-prāz') 
disproportionate	(dĭs'prə-pôr'shə-nĭt, -pōr'-) 
disproportion	(dĭs'prə-pôr'shən, -pōr'-) 
disprove	(dĭs-prōōv') 
disputable	(dĭ-spyōō'tə-bəl, dĭs'pyə-) 
disputant	(dĭ-spyōōt'nt, dĭs'pyə-tənt) 
disputation	(dĭs'pyə-tā'shən) 
disputatious	(dĭs'pyə-tā'shəs) 
disqualification	(dĭs-kwŏl'ə-fĭ-kā'shən) 
disqualify	(dĭs-kwŏl'ə-fī') 
disquiet	(dĭs-kwī'ĭt) 
disquietude	(dĭs-kwī'ĭ-tōōd', -tyōōd') 
disquisition	(dĭs'kwĭ-zĭsh'ən) 
disregard	(dĭs'rĭ-gärd') 
disrelish	(dĭs-rěl'ĭsh) 
disremember	(dĭs'rĭ-měm'bər) 
disrepair	(dĭs'rĭ-pâr') 
disreputable	(dĭs-rěp'yə-tə-bəl) 
disrepute	(dĭs'rĭ-pyōōt') 
disrespectable	(dĭs'rĭ-spěk'tə-bəl) 
disrespect	(dĭs'rĭ-spěkt') 
disrespectful	(dĭs'rĭ-spěkt'fəl) 
disrupt	(dĭs-rŭpt') 
disruptive	(dĭs-rŭp'tĭv) 
dissatisfaction	(dĭs-sāt'ĭs-fāk'shən) 
dissatisfy	(dĭs-sāt'ĭs-fī') 
diss	(dĭs)
diss	(dĭs) 
dissect	(dĭ-sěkt', dī-, dī'sěkt') 
dissect	(dĭ-sěkt', dī'sěkt') 
dissection	(dĭ-sěk'shən, dī-) 
disseisin	(dĭs-sē'zĭn) 
dissemble	(dĭ-sěm'bəl) 
disseminate	(dĭ-sěm'ə-nāt') 
disseminule	(dĭ-sěm'ə-nyōōl') 
dissension	(dĭ-sěn'shən) 
dissenter	(dĭ-sěn'tər) 
dissentient	(dĭ-sěn'shənt) 
dissepiment	(dĭ-sěp'ə-mənt) 
dissertate	(dĭs'ər-tāt') 
dissertation	(dĭs'ər-tā'shən) 
disservice	(dĭs-sûr'vĭs) 
dissever	(dĭ-sěv'ər) 
dissidence	(dĭs'ĭ-dəns) 
dissident	(dĭs'ĭ-dənt) 
dissimilar	(dĭ-sĭm'ə-lər) 
dissimilarity	(dĭ-sĭm'ə-lār'ĭ-tē) 
dissimilate	(dĭ-sĭm'ə-lāt') 
dissimilation	(dĭ-sĭm'ə-lā'shən) 
dissimilitude	(dĭs'ə-mĭl'ĭ-tōōd', -tyōōd') 
dissimulate	(dĭ-sĭm'yə-lāt') 
dissipated	(dĭs'ə-pā'tĭd) 
dissipate	(dĭs'ə-pāt') 
dissipation	(dĭs'ə-pā'shən) 
dissociable	(dĭ-sō'shə-bəl, -shē-ə-bəl) 
dissociate	(dĭ-sō'shē-āt', -sē-) 
dissociation	(dĭ-sō'sē-ā'shən) 
dissociation	(dĭ-sō'sē-ā'shən, -shē-) 
dissoluble	(dĭ-sŏl'yə-bəl) 
dissolute	(dĭs'ə-lōōt') 
dissolution	(dĭs'ə-lōō'shən) 
dissolution	(dĭs'ə-l'shən) 
dissolve	(dĭ-zŏlv') 
dissolvent	(dĭ-zŏl'vənt) 
dissonance	(dĭs'ə-nəns) 
dissonancy	(dĭs'ə-nən-sē) 
dissuade	(dĭ-swād') 
dissuasion	(dĭ-swā'zhən) 
dissyllable	(dī'sĭl'ə-bəl, dī-sĭl'-, dĭ-) 
dissymmetry	(dĭs-sĭm'ĭ-trē) 
distant	(dĭs'tənt) 
distasteful	(dĭs-tāst'fəl) 
distelfink	(dĭs'tl-fĭngk) 
distemper	(dĭs-těm'pər) 
distensible	(dĭ-stěn'sə-bəl) 
distillate	(dĭs'tə-lāt', -lĭt, dĭ-stĭl'ĭt) 
distillation	(dĭs'tə-lā'shən) 
distiller	(dĭ-stĭl'ər) 
distillery	(dĭ-stĭl'ə-rē) 
distinct	(dĭ-stĭngkt') 
distinction	(dĭ-stĭngk'shən) 
distinctive	(dĭ-stĭngk'tĭv) 
distinguish	(dĭ-stĭng'gwĭsh) 
distort	(dĭ-stôrt') 
distortion	(dĭ-stôr'shən) 
distract	(dĭ-strākt') 
distraction	(dĭ-strāk'shən) 
distrain	(dĭ-strān') 
distrainee	(dĭs'trā-nē') 
distraint	(dĭ-strānt') 
distraught	(dĭ-strôt') 
distressful	(dĭ-strěs'fəl) 
distributary	(dĭ-strĭb'yə-těr'ē) 
distribute	(dĭ-strĭb'yōōt) 
distribution	(dĭs'trə-byōō'shən) 
distributive	(dĭ-strĭb'yə-tĭv) 
distributor	(dĭ-strĭb'yə-tər) 
District of Columbia	(dĭs'trĭkt') 
distrustful	(dĭs-trŭst'fəl) 
disturbance	(dĭ-stûr'bəns) 
disturb	(dĭ-stûrb') 
disulfide	(dī-sŭl'fīd') 
disulfiram	(dī-sŭl'fə-rām') 
disulfoton	(dī-sŭl'fə-tŏn') 
disunionist	(dĭs-yōōn'yə-nĭst) 
disutility	(dĭs'yōō-tĭl'ĭ-tē) 
ditch	(dĭch) 
dit	(dĭt) 
dithyramb	(dĭth'ĭ-rām', -rāmb') 
ditransitive	(dī-trān'sĭ-tĭv, -zĭ-) 
ditto	(dĭt'ō) 
ditty	(dĭt'ē) 
ditz	(dĭts) 
ditzy	(dĭt'sē) 
diurnal	(dī-ûr'nəl) 
diva	(dē'və) 
divagate	(dī'və-gāt', dĭv'ə-) 
divan	(dĭ-vän', -vān') 
divaricate	(dī-vār'ĭ-kāt', dĭ-) 
divarication	(dī-vār'ĭ-kā'shən, dĭ-) 
dive	(dē'vā) 
dive	(dīv) 
diver	(dī'vər) 
divergence	(dĭ-vûr'jəns) 
divergence	(dĭ-vûr'jəns, dī-) 
divergency	(dĭ-vûr'jən-sē) 
diverse	(dĭ-vûrs', dī-, dī'vûrs') 
diversify	(dĭ-vûr'sə-fī', dī-) 
diversion	(dĭ-vûr'zhən, -shən, dī-) 
diversionist	(dĭ-vûr'zhə-nĭst, -shə-, dī-) 
diversity	(dĭ-vûr'sĭ-tē, dī-) 
diverticulitis	(dī'vûr-tĭk'yə-lī'tĭs) 
diverticulosis	(dī'vûr-tĭk'yə-lō'sĭs) 
diverticulum	(dī'vûr-tĭk'yə-ləm) 
divertimento	(dĭ-věr'tə-měn'tō) 
divertissement	(də-vûr'tĭs-mənt, dē-věr-tēs-mäɴ') 
divest	(dĭ-věst', dī-) 
divestiture	(dĭ-věs'tĭ-chər, -chŏŏr', dī-) 
divided	(dĭ-vī'dĭd) 
divide	(dĭ-vīd') 
divination	(dĭv'ə-nā'shən) 
divine	(dĭ-vīn') 
divisible	(dĭ-vĭz'ə-bəl) 
division	(dĭ-vĭzh'ən) 
divisionism	(də-vĭzh'ə-nĭz'əm) 
divisive	(dĭ-vī'sĭv) 
divorcement	(dĭ-vôrs'mənt, -vōrs'-) 
divot	(dĭv'ət) 
divulge	(dĭ-vŭlj') 
divvy	(dĭv'ē) 
Dixiecrat	(dĭk'sē-krāt') 
Dixie	(dĭk'sē) 
Dixieland	(dĭk'sē-lānd') 
dizen	(dī'zən, dĭz'ən) 
dizzy	(dĭz'ē) 
DJ	(dē'jā') 
djellabah	(jə-lä'bə)
djellaba	(jə-lä'bə)
djinni	(jĭn'ē, jĭ-nē')
djinny	(jĭn'ē, jĭ-nē')
DNAase	(dē'ěn-ā'ās) 
DNA	(dē'ěn-ā') 
dobby	(dŏb'ē) 
dobra	(dō'brə) 
Dobro	(dō'brō) 
dobsonfly	(dŏb'sən-flī') 
doc	(dŏk) 
dock	(dŏk) 
dockmackie	(dŏk'māk'ē) 
dockominium	(dŏk'ə-mĭn'ē-əm) 
dockworker	(dŏk'wûr'kər) 
doctorate	(dŏk'tər-ĭt) 
doctor	(dŏk'tər) 
doctrinaire	(dŏk'trə-nâr') 
docudrama	(dŏk'yə-drä'mə, -drām'ə) 
documentalist	(dŏk'yə-měn'tl-ĭst') 
documentarian	(dŏk'yə-měn-târ'ē-ən, -mən-) 
documentary	(dŏk'yə-měn'tə-rē) 
documentation	(dŏk'yə-měn-tā'shən) 
document	(dŏk'yə-mənt) 
dodecagon	(dō-děk'ə-gŏn') 
dodecahedron	(dō'děk-ə-hē'drən) 
dodecaphonic	(dō'děk-ə-fŏn'ĭk) 
dodge	(dŏj) 
Dodge	(dŏj) 
dodgy	(dŏj'ē) 
do	(dō) 
dodo	(dō'dō) 
do	(dōō) 
doe	(dō) 
doer	(dōō'ər) 
doff	(dôf, dŏf) 
dogcatcher	(dôg'kāch'ər, dŏg'-) 
dog	(dôg, dŏg) 
doge	(dōj) 
dogfight	(dôg'fīt', dŏg'-) 
dogfish	(dôg'fĭsh', dŏg'-) 
dogged	(dô'gĭd, dŏg'ĭd) 
doggie	(dô'gē, dŏg'ē)
doggish	(dô'gĭsh, dŏg'ĭsh) 
doggo	(dô'gō, dŏg'ō) 
doggy	(dô'gē, dŏg'ē)
dogma	(dôg'mə, dŏg'-) 
dogmatism	(dôg'mə-tĭz'əm, dŏg'-) 
dogmatist	(dôg'mə-tĭst, dŏg'-) 
dogmatize	(dôg'mə-tīz', dŏg'-) 
dognap	(dôg'nāp', dŏg'-) 
dog sled	(dôg'slěd', dŏg'-)
dogsled	(dôg'slěd', dŏg'-)
dogy	(dō'gē) 
Doha	(dō'hə, -hä) 
doily	(doi'lē) 
doing	(dōō'ĭng) 
dojo	(dō'jō) 
Dolby	(dōl'bē) 
dolce	(dōl'chā') 
dole	(dōl) 
Dole	(dōl) 
doleful	(dōl'fəl) 
dolichocephalic	(dŏl'ĭ-kō-sə-fāl'ĭk) 
dollarfish	(dŏl'ər-fĭsh') 
doll	(dŏl) 
dollhouse	(dŏl'hous') 
dolly	(dŏl'ē) 
dolma	(dôl'mə, -mä) 
dolomite	(dō'lə-mīt', dŏl'ə-) 
dolor	(dō'lər) 
dolorous	(dō'lər-əs, dŏl'ər-) 
dolphin	(dŏl'fĭn, dôl'-) 
dolphinfish	(dŏl'fĭn-fĭsh', dôl'-) 
dolt	(dōlt) 
Dom	(dŏm) 
dome	(dōm) 
domesticate	(də-měs'tĭ-kāt') 
domesticity	(dō'mě-stĭs'ĭ-tē) 
domesticize	(də-měs'tĭ-sīz') 
dominance	(dŏm'ə-nəns) 
dominant	(dŏm'ə-nənt) 
dominate	(dŏm'ə-nāt') 
domination	(dŏm'ə-nā'shən) 
dominatrix	(dŏm'ə-nā'trĭks) 
Dominica	(dŏm'ə-nē'kə, də-mĭn'ĭ-kə) 
Dominican	(də-mĭn'ĭ-kən) 
Dominique	(dŏm'ə-nēk', dŏm'ə-nĭk) 
Doña	(dō'nyä) 
Donbas	(dŏn'bäs) 
don	(dŏn) 
donee	(dō-nē') 
dong	(dông, dŏng) 
donkeywork	(dŏng'kē-wûrk', dŭng'-, dông'-) 
Donna	(dŏn'ə, dōn'nä) 
Donne	(dŭn) 
donnybrook	(dŏn'ē-brŏŏk') 
donor	(dō'nər) 
donut	(dō'nŭt', -nət) 
doodlebug	(dōōd'l-bŭg') 
doohickey	(dōō'hĭk'ē) 
doom	(dōōm) 
doomsayer	(dōōm'sā'ər) 
door	(dôr, dōr) 
doorkeeper	(dôr'kē'pər, dōr'-) 
doozie	(dōō'zē)
doozy	(dōō'zē)
dopa	(dō'pə) 
dope	(dōp) 
doppelganger	(dŏp'əl-gāng'ər, -gěng'-)
doppelgänger	(dŏp'əl-gāng'ər, -gěng'-)
dopy	(dō'pē) 
dorbeetle	(dôr'bēt'l) 
Dordrecht	(dôr'drěkt', -drěKHt') 
Dorian	(dôr'ē-ən, dōr'-) 
Doric	(dôr'ĭk, dŏr'-) 
Doris	(dôr'ĭs, dōr'-, dŏr'-) 
dork	(dôrk) 
dorm	(dôrm) 
dormitory	(dôr'mĭ-tôr'ē, -tōr'ē) 
dormy	(dôr'mē) 
doronicum	(də-rŏn'ĭ-kəm) 
dorp	(dôrp) 
Dorset	(dôr'sĭt) 
Dort	(dôrt) 
dory	(dôr'ē, dōr'ē) 
DOS	(dŏs, dôs) 
dose	(dōs) 
dosimeter	(dō-sĭm'ĭ-tər) 
dosimetry	(dō-sĭm'ĭ-trē) 
doss	(dŏs) 
Dostoevski	(dŏs'tə-yěf'skē, -toi-, dŭs-)
Dostoyevsky	(dŏs'tə-yěf'skē, -toi-, dŭs-)
dot	(dŏt) 
dot	(dŏt, dō) 
dote	(dōt) 
dotty	(dŏt'ē) 
double bass	(bās) 
double	(dŭb'əl) 
doublespeak	(dŭb'əl-spēk') 
doublethink	(dŭb'əl-thĭngk') 
doubleton	(dŭb'əl-tən) 
doubletree	(dŭb'əl-trē') 
doublewide	(dŭb'əl-wīd') 
doubt	(dout) 
doubtful	(dout'fəl) 
doubtless	(dout'lĭs) 
dough	(dō) 
doughface	(dō'fās) 
doughty	(dou'tē) 
doughy	(dō'ē) 
Doukhobor	(dōō'kə-bôr') 
doula	(dōō'lə) 
doum	(dōōm) 
doura	(dŏŏr'ə)
dourah	(dŏŏr'ə)
dour	(dŏŏr, dour) 
douse	(dous) 
douse	(douz) 
dove	(dōv) 
dove	(dŭv) 
Dove	(dŭv) 
Dover	(dō'vər) 
Dover, Strait of In French Pas de Calais	(pä də kā-lā', kāl'ā, kä-lě') 
Dow	(dou) 
dowdy	(dou'dē) 
dowel	(dou'əl) 
dower	(dou'ər) 
dowitcher	(dou'ĭ-chər) 
downburst	(doun'bûrst') 
down	(doun) 
downdraft	(doun'drāft') 
downfield	(doun'fēld') 
downgrade	(doun'grād') 
downhearted	(doun'här'tĭd) 
downrange	(doun'rānj') 
downrigger	(doun'rĭg'ər) 
downright	(doun'rīt') 
downscale	(doun'skāl') 
downshift	(doun'shĭft') 
downsize	(doun'sīz') 
downslide	(doun'slīd') 
downspout	(doun'spout') 
Down's Syndrome	(doun) 
downstage	(doun'stāj') 
downstairs	(doun'stârz') 
downstate	(doun'stāt') 
downstream	(doun'strēm') 
downswing	(doun'swĭng') 
Down syndrome	(doun)
downtrend	(doun'trěnd') 
downward	(doun'wərd) 
downy	(dou'nē) 
dowry	(dou'rē) 
dowse	(dous) 
dowse	(douz) 
doxorubicin	(dŏk'sə-rōō'bĭ-sĭn) 
doxycycline	(dŏk'sĭ-sī'klēn', -klĭn) 
doxy	(dŏk'sē) 
doyen	(doi-ěn', doi'ən, dwä-yāɴ') 
doze	(dōz) 
dozen	(dŭz'ən) 
dozy	(dō'zē) 
drabble	(drāb'əl) 
drab	(drāb) 
Draco	(drā'kō) 
draft	(drāft) 
draftsman	(drāfts'mən) 
draftsperson	(drāfts'pûr'sən) 
draftswoman	(drāfts'wŏŏm'ən) 
drafty	(drāf'tē) 
drag	(drāg) 
dragonfly	(drāg'ən-flī') 
dragonhead	(drāg'ən-hěd') 
dragonroot	(drāg'ən-rōōt', -rŏŏt') 
drain	(drān) 
drainpipe	(drān'pīp') 
drake	(drāk) 
Drake	(drāk) 
drama	(drä'mə, drām'ə) 
Dramamine	(drām'ə-mēn') 
dramatist	(drām'ə-tĭst, drä'mə-) 
dramatization	(drām'ə-tĭ-zā'shən, drä'mə-) 
dramatize	(drām'ə-tīz', drä'mə-) 
dramaturge	(drām'ə-tûrj', drä'mə-) 
dramaturgy	(drām'ə-tûr'jē, drä'mə-) 
DRAM	(dē'rām') 
dram	(dräm) 
dram	(drām) 
drape	(drāp) 
drat	(drāt) 
draughtsman	(drāfts'mən) 
Dravidian	(drə-vĭd'ē-ən) 
drawbridge	(drô'brĭj') 
draw	(drô) 
drawknife	(drô'nīf') 
drawl	(drôl) 
drawshave	(drô'shāv') 
drawstring	(drô'strĭng') 
dray	(drā) 
dread	(drěd) 
dreadful	(drěd'fəl) 
dreadnought	(drěd'nôt') 
dreamboat	(drēm'bōt') 
dream	(drēm) 
dreamland	(drēm'lānd') 
dreamscape	(drēm'skāp') 
dreamy	(drē'mē) 
drear	(drîr) 
dreary	(drîr'ē) 
dreck	(drěk) 
dreg	(drěg) 
dress	(drěs) 
dressmaker	(drěs'mā'kər) 
dressy	(drěs'ē) 
drib	(drĭb) 
drier	(drī'ər) 
drift	(drĭft) 
driftwood	(drĭft'wŏŏd') 
drill	(drĭl) 
drillmaster	(drĭl'mās'tər) 
drillstock	(drĭl'stŏk') 
drinkable	(drĭng'kə-bəl) 
drink	(drĭngk) 
drip	(drĭp) 
drippy	(drĭp'ē) 
dripstone	(drĭp'stōn') 
drive	(drīv) 
drivel	(drĭv'əl) 
driveline	(drīv'līn') 
droit	(droit, drwä) 
droll	(drōl) 
dromedary	(drŏm'ĭ-děr'ē, drŭm'-) 
drone	(drōn) 
drool	(drōōl) 
droop	(drōōp) 
drop	(drŏp) 
dropforge	(drŏp'fôrj', -fōrj') 
droplight	(drŏp'līt') 
drosophila	(drō-sŏf'ə-lə) 
drosophila	(drō-sŏf'ə-lə, drə-) 
dross	(drŏs, drôs) 
drove	(drōv) 
drown	(droun) 
drowsy	(drou'zē) 
drub	(drŭb) 
drudgework	(drŭj'wûrk') 
drug	(drŭg) 
drumbeater	(drŭm'bē'tər) 
drum	(drŭm) 
drumstick	(drŭm'stĭk') 
drunk	(drŭngk) 
drunken	(drŭng'kən) 
drupe	(drōōp) 
drupe	(drp) 
druse	(drōōz) 
Druse	(drōōz) 
dryad	(drī'əd, -ād') 
dry-as-dust	(drī'əz-dŭst')
dryasdust	(drī'əz-dŭst')
dry	(drī) 
dryer	(drī'ər) 
dryopithecine	(drī'ō-pĭth'ĭ-sēn') 
dry-salter	(drī'sôl'tər) 
duad	(dōō'ād', dyōō'-) 
dual	(dōō'əl, dyōō'-) 
dub	(dŭb) 
dubious	(dōō'bē-əs, dyōō'-) 
Dublin	(dŭb'lĭn) 
dubnium	(db'nē-əm) 
dubnium	(dōōb'nē-əm) 
Dubrovnik	(dōō'brôv-nĭk') 
ducal	(dōō'kəl, dyōō'-) 
ducat	(dŭk'ət) 
duce	(dōō'chā) 
duchy	(dŭch'ē) 
duckboard	(dŭk'bôrd', -bōrd') 
duck	(dŭk) 
ducky	(dŭk'ē) 
duct	(dŭkt) 
ductile	(dŭk'təl) 
ductile	(dŭk'təl, -tīl') 
dud	(dŭd) 
dude	(dōōd, dyōōd) 
due	(dōō, dyōō) 
duel	(dōō'əl, dyōō'-) 
duet	(dōō-ět', dyōō-) 
duff	(dŭf) 
dug	(dŭg) 
duke	(dōōk, dyōōk) 
dulcify	(dŭl'sə-fī') 
dull	(dŭl) 
dullsville	(dŭlz'vĭl) 
dulse	(dŭls) 
duly	(dōō'lē, dyōō'-) 
duma	(dōō'mə) 
dumb	(dŭm) 
dumbo	(dŭm'bō) 
dumbstruck	(dŭm'strŭk') 
dumbwaiter	(dŭm'wā'tər) 
dummy	(dŭm'ē) 
dumortierite	(dōō-môr'tē-ə-rīt', dyōō-) 
dump	(dŭmp) 
dumpling	(dŭmp'lĭng) 
dumpy	(dŭm'pē) 
dunce	(dŭns) 
dunderhead	(dŭn'dər-hěd') 
dun	(dŭn) 
dune	(dn) 
dune	(dōōn, dyōōn) 
dung	(dŭng) 
dunk	(dŭngk) 
Dunker	(dŭng'kər) 
Dunkirk	(dŭn'kûrk') 
duodecillion	(dōō'ō-dĭ-sĭl'yən, dyōō'-) 
duodecimal	(d'ə-děs'ə-məl) 
duodecimal	(dōō'ə-děs'ə-məl, dyōō'-) 
duodecimo	(dōō'ə-děs'ə-mō', dyōō'-) 
duo	(dōō'ō, dyōō'ō) 
duomo	(dwō'mō) 
dupe	(dōōp, dyōōp) 
duple	(dōō'pəl, dyōō'-) 
duplex	(dōō'plěks', dyōō'-) 
duplicate	(dōō'plĭ-kĭt, dyōō'-) 
duplication	(dōō'plĭ-kā'shən, dyōō'-) 
duplicator	(dōō'plĭ-kā'tər, dyōō'-) 
duplicitous	(dōō-plĭs'ĭ-təs, dyōō-) 
duplicity	(dōō-plĭs'ĭ-tē, dyōō-) 
durable	(dŏŏr'ə-bəl, dyŏŏr'-) 
dural	(dŏŏr'əl, dyŏŏr'-) 
duralumin	(dŏŏ-rāl'yə-mĭn, dyŏŏ-) 
dura mater	(dr'ə mā'tər, mä'-) 
durative	(dŏŏr'ə-tĭv) 
Durham	(dûr'əm) 
durn	(dûrn) 
durra	(dŏŏr'ə)
durum	(dŏŏr'əm, dyŏŏr'-, dûr'-, dŭr'-) 
dusk	(dŭsk) 
dusky	(dŭs'kē) 
Düsseldorf	(dŏŏs'əl-dôrf', düs'-) 
dust	(dŭst) 
dusty	(dŭs'tē) 
Dutch	(dŭch) 
Dutchwoman	(dŭch'wŏŏm'ən) 
duteous	(dōō'tē-əs, dyōō'-) 
dutiful	(dōō'tĭ-fəl, dyōō'-) 
duty	(dōō'tē, dyōō'-) 
duumvirate	(dōō-ŭm'vər-ĭt, dyōō-) 
duvet	(dōō-vā', dyōō-) 
DVD	(dē'vē-dē') 
dwarf	(dwôrf) 
dweeb	(dwēb) 
dwell	(dwěl) 
dyad	(dī'ād', -əd) 
Dyak	(dī'āk') 
dye	(dī) 
Dyer	(dī'ər) 
dying	(dī'ĭng) 
dyke	(dīk) 
Dylan	(dĭl'ən) 
dynamite	(dī'nə-mīt') 
dynamometer	(dī'nə-mŏm'ĭ-tər) 
dynamotor	(dī'nə-mō'tər) 
dyne	(dīn) 
Dynel	(dī-něl') 
dysarthria	(dĭs-är'thrē-ə) 
dyscrasia	(dĭs-krā'zhə, -zhē-ə) 
dysentery	(dĭs'ən-těr'ē) 
dysgenesis	(dĭs-jěn'ĭ-sĭs) 
dysgraphia	(dĭs-grāf'ē-ə) 
dyskinesia	(dĭs'kə-nē'zhə, -kī-) 
dyslectic	(dĭs-lěk'tĭk) 
dyslexic	(dĭs-lěk'sĭk) 
dysmenorrhea	(dĭs-měn'ə-rē'ə) 
dyspepsia	(dĭs-pěp'shə, -sē-ə) 
dyspeptic	(dĭs-pěp'tĭk) 
dysphagia	(dĭs-fā'jə) 
dysphagia	(dĭs-fā'jə, -jē-ə) 
dysphasia	(dĭs-fā'zhə, -zhē-ə) 
dysphonia	(dĭs-fō'nē-ə) 
dysphoria	(dĭs-fôr'ē-ə, -fōr'-) 
dysplasia	(dĭs-plā'zhə) 
dysplasia	(dĭs-plā'zhə, -zhē-ə) 
dysprosium	(dĭs-prō'zē-əm) 
dysprosium	(dĭs-prō'zē-əm, -zhē-əm) 
dysrhythmia	(dĭs-rĭth'mē-ə) 
dysteleology	(dĭs-těl'ē-ŏl'ə-jē, -tē'lē-) 
dystopian	(dĭs-tō'pē-ən) 
dystrophia	(dĭ-strō'fē-ə) 
dystrophic	(dĭ-strŏf'ĭk, -strō'fĭk) 
dystrophy	(dĭs'trə-fē) 
Ea	(ā'ä) 
each	(ēch) 
eager	(ē'gər) 
eager	(ē'gər, ā'gər) 
eagle	(ē'gəl) 
eardrum	(îr'drŭm') 
ear	(îr) 
earl	(ûrl) 
early	(ûr'lē) 
Early	(ûr'lē) 
earnest	(ûr'nĭst) 
earn	(ûrn) 
earthborn	(ûrth'bôrn') 
earthenware	(ûr'thən-wâr', -thən-) 
earthlight	(ûrth'līt') 
earthling	(ûrth'lĭng) 
earthly	(ûrth'lē) 
earthmover	(ûrth'mōō'vər) 
earthquake	(ûrth'kwāk') 
earthrise	(ûrth'rīz') 
earthshine	(ûrth'shīn') 
earthstar	(ûrth'stär') 
earth	(ûrth) 
Earth	(ûrth) 
earthward	(ûrth'wərd) 
earthwork	(ûrth'wûrk') 
earthworm	(ûrth'wûrm') 
earthy	(ûr'thē) 
earwitness	(îr'wĭt'nĭs) 
ease	(ēz) 
easeful	(ēz'fəl) 
easel	(ē'zəl) 
eastbound	(ēst'bound') 
Easter	(ē'stər) 
Eastertide	(ē'stər-tīd') 
east	(ēst) 
easy	(ē'zē) 
eat	(ēt) 
eavesdrop	(ēvz'drŏp') 
ebb	(ěb) 
ebon	(ěb'ən) 
ebony	(ěb'ə-nē) 
Ebro	(ē'brō, ě'vrō) 
ebullience	(ĭ-bŏŏl'yəns, ĭ-bŭl'-) 
ebulliency	(ĭ-bŏŏl'yən-sē, ĭ-bŭl'-) 
ebullition	(ěb'ə-lĭsh'ən) 
eburnation	(ē'bər-nā'shən, ěb'ər-) 
eccentric	(ĭk-sěn'trĭk, ěk-) 
eccentricity	(ěk'sěn-trĭs'ĭ-tē) 
ecchymosis	(ěk'ĭ-mō'sĭs) 
ecclesiastic	(ĭ-klē'zē-ās'tĭk) 
ecclesiasticism	(ĭ-klē'zē-ās'tə-sĭz'əm) 
ecclesiology	(ĭ-klē'zē-ŏl'ə-jē) 
ecdysiast	(ěk-dĭz'ē-āst', -əst) 
echeveria	(ěch'ə-və-rē'ə) 
echinacea	(ěk'ə-nā'sē-ə, -nā'shə) 
echinococcosis	(ĭ-kī'nə-kə-kō'sĭs) 
echinococcus	(ĭ-kī'nə-kŏk'əs) 
echinoderm	(ĭ-kī'nə-dûrm') 
echocardiogram	(ěk'ō-kär'dē-ə-grām') 
echocardiograph	(ěk'ō-kär'dē-ə-grāf') 
echo	(ěk'ō) 
