a	(ā) 
pyroxylin	(pī-rŏk'sə-lĭn) 
pyrrhic	(pĭr'ĭk) 
pyrrhotite	(pĭr'ə-tīt') 
pyrrhuloxia	(pĭr'ə-lŏk'sē-ə, pĭr'yə-) 
Pyrrhus	(pĭr'əs) 
pyrrole	(pîr'ōl') 
pyruvate	(pī-rōō'vāt, pĭ-) 
pyruvate	(pī-r'vāt, pĭ-) 
Pythagoras	(pĭ-thāg'ər-əs) 
Pythagoreanism	(pĭ-thāg'ə-rē'ə-nĭz'əm) 
Pythian	(pĭth'ē-ən) 
pythoness	(pī'thə-nĭs, pĭth'ə-) 
python	(pī'thŏn', -thən) 
Python	(pī'thŏn', -thən) 
pyuria	(pī-yŏŏr'ē-ə) 
pyxidium	(pĭk-sĭd'ē-əm) 
pyxie	(pĭk'sē) 
pyxis	(pĭk'sĭs) 
Pyxis	(pĭk'sĭs) 
qabalah	(kāb'ə-lə, kə-bä'lə)
qabala	(kāb'ə-lə, kə-bä'lə)
Qatar	(kä'tər, KHŭt'ər) 
qindarka	(kĭn-där'kə) 
qintar	(kĭn-tär') 
qiviut	(kē'vē-ət, -ōōt') 
Qom	(kōm) 
qoph	(kôf) 
Quaalude	(kwā'lōōd') 
quack	(kwāk) 
quacksalver	(kwāk'sāl'vər) 
quad	(kwŏd) 
quadrangle	(kwŏd'rāng'gəl) 
quadrant	(kwŏd'rənt) 
quadrate	(kwŏd'rāt', -rĭt) 
quadratic	(kwŏ-drāt'ĭk) 
quadrat	(kwŏd'rət, -rāt') 
quadrature	(kwŏd'rə-chŏŏr') 
quadrature	(kwŏd'rə-chr') 
quadrennial	(kwŏ-drěn'ē-əl) 
quadrennium	(kwŏ-drěn'ē-əm) 
quadricentennial	(kwŏd'rĭ-sěn-těn'ē-əl) 
quadriceps	(kwŏd'rĭ-sěps') 
quadric	(kwŏd'rĭk) 
quadriga	(kwŏd-rē'gə -rī'-) 
quadrilateral	(kwŏd'rə-lāt'ər-əl) 
quadrille	(kwŏ-drĭl', kwə-, kə-) 
quadrillion	(kwŏ-drĭl'yən) 
quadrillionth	(kwŏ-drĭl'yənth) 
quadriphonic	(kwŏd'rə-fŏn'ĭk) 
quadriplegia	(kwŏd'rə-plē'jē-ə) 
quadriplegia	(kwŏd'rə-plē'jē-ə, -jə) 
quadrivalent	(kwŏd'rə-vā'lənt) 
quadrivium	(kwŏ-drĭv'ē-əm) 
quadroon	(kwŏ-drōōn') 
quadrumvirate	(kwŏ-drŭm'vər-ĭt) 
quadruped	(kwŏd'rə-pěd') 
quadruple	(kwŏ-drōō'pəl, -drŭp'əl, kwŏd'rŏŏ-pəl) 
quadruplet	(kwŏ-drŭp'lĭt, -drōō'plĭt, kwŏd'rə-plĭt) 
quadruplicate	(kwŏ-drōō'plĭ-kĭt) 
quaestor	(kwěs'tər, kwē'stər) 
quaff	(kwŏf, kwāf, kwôf) 
quagga	(kwāg'ə, kwŏg'ə) 
quaggy	(kwāg'ē, kwŏg'ē) 
quag	(kwāg, kwŏg) 
quagmire	(kwāg'mīr', kwŏg'-) 
quail	(kwāl) 
quaint	(kwānt) 
quake	(kwāk) 
quakeproof	(kwāk'prōōf') 
Quaker	(kwā'kər) 
qua	(kwā, kwä) 
qualification	(kwŏl'ə-fĭ-kā'shən) 
qualifier	(kwŏl'ə-fī'ər) 
qualify	(kwŏl'ə-fī') 
quality	(kwŏl'ĭ-tē) 
qualm	(kwäm, kwôm) 
quamash	(kwŏm'āsh') 
quandary	(kwŏn'də-rē, -drē) 
quango	(kwāng'gō) 
quantasome	(kwŏn'tə-sōm') 
quantic	(kwŏn'tĭk) 
quantifier	(kwŏn'tə-fī'ər) 
quantify	(kwŏn'tə-fī') 
quantitate	(kwŏn'tĭ-tāt') 
quantitative	(kwŏn'tĭ-tā'tĭv) 
quantity	(kwŏn'tĭ-tē) 
quantize	(kwŏn'tīz') 
quant	(kwŏnt) 
Quant	(kwŏnt) 
quantum	(kwŏn'təm) 
Quapaw	(kwô'pô) 
quarantine	(kwôr'ən-tēn', kwŏr'-) 
quark	(kwôrk, kwärk) 
quarrel	(kwôr'əl, kwŏr'-) 
quarry	(kwôr'ē, kwŏr'ē) 
quartan	(kwôrt'n) 
quarterage	(kwôr'tər-ĭj) 
quarterback	(kwôr'tər-bāk') 
quarterdeck	(kwôr'tər-děk') 
quarterfinal	(kwôr'tər-fī'nəl) 
quarter	(kwôr'tər) 
quarterly	(kwôr'tər-lē) 
quartermaster	(kwôr'tər-mās'tər) 
quartern	(kwôr'tərn) 
quartersaw	(kwôr'tər-sô') 
quarterstaff	(kwôr'tər-stāf') 
quartertone	(kwôr'tər-tōn') 
quartic	(kwôr'tĭk) 
quartile	(kwôr'tīl', -tĭl) 
quart	(kwôrt) 
quarto	(kwôr'tō) 
quartzite	(kwôrt'sīt') 
quartz	(kwôrts) 
quasar	(kwā'zär') 
quasar	(kwā'zär', -sär', -zər, -sər) 
quash	(kwŏsh) 
quasi	(kwā'zī', -sī', kwä'zē, -sē) 
Quasimodo	(kwä'zē-mō'dō) 
quassia	(kwŏsh'ə) 
quatercentenary	(kwŏt'ər-sěn-těn'ə-rē, -sěn'tə-něr'ē) 
quaternary	(kwŏt'ər-něr'ē) 
quaternary	(kwŏt'ər-něr'ē, kwə-tûr'nə-rē) 
quaternion	(kwə-tûr'nē-ən) 
quatrain	(kwŏt'rān', kwŏ-trān') 
quatrefoil	(kāt'ər-foil', kāt'rə-) 
quattrocento	(kwŏt'rō-chěn'tō) 
quattuordecillion	(kwŏt'ōō-ôr-dĭ-sĭl'yən, kwŏt'yōō-) 
quaver	(kwā'vər) 
quayage	(kē'ĭj) 
quay	(kē, kā) 
quayside	(kē'sīd') 
quean	(kwēn) 
Quebec	(kwĭ-běk') 
quebracho	(kā-brä'chō) 
Quechuan	(kěch'wən) 
queen	(kwēn) 
queenly	(kwēn'lē) 
queenship	(kwēn'shĭp') 
queenside	(kwēn'sīd') 
Queens	(kwēnz) 
queer	(kwîr) 
quelea	(kwē'lē-ə) 
quell	(kwěl) 
quena	(kā'nə) 
quench	(kwěnch) 
quenelle	(kə-něl') 
quercetin	(kwûr'sĭ-tĭn) 
quercitron	(kwûr'sĭ-trən, -trŏn', kwər-sĭt'rən) 
querist	(kwîr'ĭst) 
quern	(kwûrn) 
querulous	(kwěr'ə-ləs, kwěr'yə-) 
query	(kwîr'ē) 
quesadilla	(kā'sə-dē'yə) 
questionable	(kwěs'chə-nə-bəl) 
question	(kwěs'chən) 
questionnaire	(kwěs'chə-nâr') 
quest	(kwěst) 
Quetzalcoatl	(kět-säl'kō-ät'l) 
quetzal	(kět-säl') 
queue	(kyōō) 
quibble	(kwĭb'əl) 
Quiché	(kē-chā') 
quiche	(kēsh) 
Quichua	(kēch'wə, -wä') 
quicken	(kwĭk'ən) 
quickie	(kwĭk'ē) 
quick	(kwĭk) 
quicklime	(kwĭk'līm') 
quicksand	(kwĭk'sānd') 
quickset	(kwĭk'sět') 
quicksilver	(kwĭk'sĭl'vər) 
quickstep	(kwĭk'stěp') 
quiddity	(kwĭd'ĭ-tē) 
quid	(kwĭd) 
quidnunc	(kwĭd'nŭngk') 
quiescent	(kwē-ěs'ənt, kwī-) 
quieten	(kwī'ĭ-tn) 
quietism	(kwī'ĭ-tĭz'əm) 
quiet	(kwī'ĭt) 
quietude	(kwī'ĭ-tōōd', -tyōōd') 
quietus	(kwī-ē'təs) 
quiff	(kwĭf) 
quillback	(kwĭl'bāk') 
quill	(kwĭl) 
quillwork	(kwĭl'wûrk') 
quillwort	(kwĭl'wûrt', -wôrt') 
quilting	(kwĭl'tĭng) 
quilt	(kwĭlt) 
quinalizarin	(kwĭn'ə-lĭz'ə-rĭn) 
quince	(kwĭns) 
quincentenary	(kwĭn'sěn-těn'ə-rē, kwĭn-sěn'tə-něr'ē) 
quincentennial	(kwĭn'sěn-těn'ē-əl) 
quincunx	(kwĭn'kŭngks') 
quindecennial	(kwĭn'dĭ-sěn'ē-əl) 
quindecillion	(kwĭn'dĭ-sĭl'yən) 
Quine	(kwīn) 
quinella	(kwĭ-něl'ə, kē-) 
quinidine	(kwĭn'ĭ-dēn') 
quiniela	(kēn-yěl'ə) 
quinine	(kwī'nīn') 
quinoa	(kĭ-nō'ə, kēn'wä) 
quinoidine	(kwĭ-noi'dēn', -dĭn) 
quinoid	(kwĭn'oid') 
quinoline	(kwĭn'ə-lēn', -lĭn) 
quinone	(kwĭ-nōn', kwĭn'ōn') 
quinquagenarian	(kwĭng'kwə-jə-nâr'ē-ən) 
Quinquagesima	(kwĭng'kwə-jěs'ə-mə) 
quinquennial	(kwĭn-kwěn'ē-əl, kwĭng-) 
quinquennium	(kwĭn-kwěn'ē-əm, kwĭng-) 
quinquevalent	(kwĭng'kwə-vā'lənt) 
quinsy	(kwĭn'zē) 
quintain	(kwĭn'tən) 
quintal	(kwĭnt'l) 
quintessence	(kwĭn-těs'əns) 
quintile	(kwĭn'tīl', kwĭnt'l) 
quintillion	(kwĭn-tĭl'yən) 
quintillionth	(kwĭn-tĭl'yənth) 
quint	(kwĭnt) 
quintuple	(kwĭn-tōō'pəl, -tyōō'-, -tŭp'əl, kwĭn'tə-pəl) 
quintuplet	(kwĭn-tŭp'lĭt, -tōō'plĭt, -tyōō'-, kwĭn'tə-plĭt) 
quintuplicate	(kwĭn-tōō'plĭ-kĭt, -tyōō'-) 
quip	(kwĭp) 
quipster	(kwĭp'stər) 
quipu	(kē'pōō) 
quire	(kwīr) 
Quirinal	(kwĭr'ə-nəl) 
quirk	(kwûrk) 
quirt	(kwûrt) 
quisling	(kwĭz'lĭng) 
quitclaim	(kwĭt'klām') 
quite	(kwīt) 
quit	(kwĭt) 
Quito	(kē'tō) 
quitrent	(kwĭt'rěnt') 
quittance	(kwĭt'ns) 
quitter	(kwĭt'ər) 
quittor	(kwĭt'ər) 
quiver	(kwĭv'ər) 
quixotic	(kwĭk-sŏt'ĭk) 
quiz	(kwĭz) 
quizmaster	(kwĭz'mās'tər) 
quizzical	(kwĭz'ĭ-kəl) 
Qum	(kŏŏm) 
quodlibet	(kwŏd'lə-bět') 
quoit	(kwoit, koit) 
quokka	(kwŏk'ə) 
quondam	(kwŏn'dəm, -dām') 
Quonset	(kwŏn'sĭt) 
quorum	(kwôr'əm, kwōr'-) 
quotable	(kwō'tə-bəl) 
quota	(kwō'tə) 
quotation	(kwō-tā'shən) 
quote	(kwōt) 
quotha	(kwō'thə) 
quoth	(kwōth) 
quotidian	(kwō-tĭd'ē-ən) 
quotient	(kwō'shənt) 
Qur'an	(kə-rān', -rän', kô-, kō-)
QWERTY	(kwûr'tē) 
rabato	(rə-bä'tō) 
rabat	(rāb'ē, rə-bāt') 
Rabat	(rə-bät', rä-) 
rabbet	(rāb'ĭt) 
rabbinate	(rāb'ə-nāt', -nĭt) 
rabbinism	(rāb'ə-nĭz'əm) 
rabbi	(rāb'ī) 
rabbit	(rāb'ĭt) 
rabble	(rāb'əl) 
Rabelais	(rāb'ə-lā', rāb'ə-lā', räb-lě') 
rabid	(rāb'ĭd) 
rabies	(rā'bēz) 
Rabi	(rä'bē) 
Rabi	(rŭ'bē) 
racecar	(rās'kär') 
racecourse	(rās'kôrs', -kōrs') 
racehorse	(rās'hôrs') 
raceme	(rā-sēm', rə-) 
raceme	(rə-sēm') 
racemism	(rās'ə-mĭz'əm, rā-sē'-) 
racemization	(rās'ə-mĭ-zā'shən) 
race	(rās) 
Race	(rās) 
racer	(rā'sər) 
racerunner	(rās'rŭn'ər) 
racetrack	(rās'trāk') 
racewalking	(rās'wô'kĭng) 
raceway	(rās'wā') 
rachilla	(rə-kĭl'ə) 
rachis	(rā'kĭs) 
rachitis	(rə-kī'tĭs) 
racialism	(rā'shə-lĭz'əm) 
racial	(rā'shəl) 
Racine	(rə-sēn', rä-) 
Racine	(rə-sēn', rā-) 
racism	(rā'sĭz'əm) 
racketeer	(rāk'ĭ-tîr') 
racket	(rāk'ĭt) 
rackety	(rāk'ĭ-tē) 
rack	(rāk) 
raclette	(rä-klět', rā-) 
raconteur	(rāk'ŏn-tûr') 
racoon	(rā-kōōn') 
racquetball	(rāk'ĭt-bôl') 
racquet	(rāk'ĭt) 
racy	(rā'sē) 
radar	(rā'där) 
radarscope	(rā'där-skōp') 
radial	(rā'dē-əl) 
radiance	(rā'dē-əns) 
radian	(rā'dē-ən) 
radiant	(rā'dē-ənt) 
radiate	(rā'dē-āt') 
radiation	(rā'dē-ā'shən) 
radiator	(rā'dē-ā'tər) 
radicalism	(rād'ĭ-kə-lĭz'əm) 
radicalize	(rād'ĭ-kə-līz') 
radical	(rād'ĭ-kəl) 
radicand	(rād'ĭ-kānd') 
radicchio	(rə-dē'kē-ō, rä-) 
radicle	(rād'ĭ-kəl) 
radioactivity	(rā'dē-ō-āk-tĭv'ĭ-tē) 
radiobiology	(rā'dē-ō-bī-ŏl'ə-jē) 
radiobroadcast	(rā'dē-ō-brôd'kāst') 
radiocarbon	(rā'dē-ō-kär'bən) 
radiochemistry	(rā'dē-ō-kěm'ĭ-strē) 
radioecology	(rā'dē-ō-ĭ-kŏl'ə-jē) 
radioelement	(rā'dē-ō-ěl'ə-mənt) 
radiogram	(rā'dē-ō-grām') 
radiograph	(rā'dē-ō-grāf') 
radiography	(rā'dē-ŏg'rə-fē) 
radioimmunoassay	(rā'dē-ō-ĭm'yə-nō-ās'ā, -ĭm-y'-) 
radioimmunoassay	(rā'dē-ō-ĭm'yə-nō-ās'ā, -ĭm-yōō'-) 
radioiodine	(rā'dē-ō-ī'ə-dīn') 
radioisotope	(rā'dē-ō-ī'sə-tōp') 
radiolabel	(rā'dē-ō-lā'bəl) 
radiolarian	(rā'dē-ō-lâr'ē-ən) 
radiolocation	(rā'dē-ō-lō-kā'shən) 
radiology	(rā'dē-ŏl'ə-jē) 
radiolucent	(rā'dē-ō-lōō'sənt) 
radiolysis	(rā'dē-ŏl'ĭ-sĭs) 
radioman	(rā'dē-ō-mān') 
radiometer	(rā'dē-ŏm'ĭ-tər) 
radionuclide	(rā'dē-ō-n'klīd') 
radionuclide	(rā'dē-ō-nōō'klīd', -nyōō'-) 
radiopaque	(rā'dē-ō-pāk') 
radiopharmaceutical	(rā'dē-ō-fär'mə-sōō'tĭ-kəl) 
radiophone	(rā'dē-ō-fōn') 
radiophotograph	(rā'dē-ō-fō'tə-grāf') 
radiophoto	(rā'dē-ō-fō'tō) 
radioprotection	(rā'dē-ō-prə-těk'shən) 
radio	(rā'dē-ō) 
radioscopy	(rā'dē-ŏs'kə-pē) 
radiosensitive	(rā'dē-ō-sěn'sĭ-tĭv) 
radiosonde	(rā'dē-ō-sŏnd') 
radiotelegraph	(rā'dē-ō-těl'ĭ-grāf') 
radiotelegraphy	(rā'dē-ō-tə-lěg'rə-fē) 
radiotelephone	(rā'dē-ō-těl'ə-fōn') 
radiotherapy	(rā'dē-ō-thěr'ə-pē) 
radiothorium	(rā'dē-ō-thôr'ē-əm, -thōr'-) 
radiotracer	(rā'dē-ō-trā'sər) 
radish	(rād'ĭsh) 
radium	(rā'dē-əm) 
radius	(rā'dē-əs) 
radix	(rā'dĭks) 
radome	(rā'dōm) 
radon	(rā'dŏn) 
rad	(rād) 
radula	(rāj'ŏŏ-lə) 
raffinate	(rāf'ə-nāt') 
raffinose	(rāf'ə-nōs') 
raffish	(rāf'ĭsh) 
raffle	(rāf'əl) 
rafflesia	(rā-flē'zhə) 
rafter	(rāf'tər) 
raft	(rāft) 
ragamuffin	(rāg'ə-mŭf'ĭn)
raga	(rä'gə) 
ragbag	(rāg'bāg') 
rage	(rāj) 
raggamuffin	(rāg'ə-mŭf'ĭn)
ragged	(rāg'ĭd) 
raggedy	(rāg'ĭ-dē) 
ragi	(rāg'ē) 
raglan	(rāg'lən) 
ragman	(rāg'mān') 
ragout	(rā-gōō') 
ragpicker	(rāg'pĭk'ər) 
rag	(rāg) 
ragtag	(rāg'tāg') 
ragtime	(rāg'tīm') 
ragtop	(rāg'tŏp') 
ragweed	(rāg'wēd') 
ragwort	(rāg'wûrt', -wôrt') 
rah	(rä) 
raid	(rād) 
railbird	(rāl'bûrd') 
railcar	(rāl'kär') 
railhead	(rāl'hěd') 
railing	(rā'lĭng) 
raillery	(rā'lə-rē) 
rail	(rāl) 
railroading	(rāl'rō'dĭng) 
railroad	(rāl'rōd') 
railway	(rāl'wā') 
raiment	(rā'mənt) 
rainbow	(rān'bō') 
raincoat	(rān'kōt') 
raindrop	(rān'drŏp') 
rainfall	(rān'fôl') 
rainforest	(rān'fôr'ĭst) 
rain forest	(rān'fôr'ĭst, fŏr'-)
rainforest	(rān'fôr'ĭst, fŏr'-)
rainmaker	(rān'mā'kər) 
rainmaking	(rān'mā'kĭng) 
rainout	(rān'out') 
rain	(rān) 
rainspout	(rān'spout') 
rainsquall	(rān'skwôl') 
rainstorm	(rān'stôrm') 
rainwater	(rān'wô'tər, -wŏt'ər) 
rainy	(rā'nē) 
rai	(rī) 
raise	(rāz) 
raisin	(rā'zĭn) 
raita	(rī'tə) 
Rajab	(rŭj'əb) 
rajah	(rä'jə)
raja	(rä'jə)
rakehell	(rāk'hěl') 
rake	(rāk) 
rakish	(rā'kĭsh) 
Raleigh	(rô'lē, rä'-) 
rallentando	(rāl'ən-tān'dō, räl'lěn-tän'dō) 
rally	(rāl'ē) 
ralph	(rālf) 
Ramadan	(rām'ə-dän', rām'ə-dän') 
ramada	(rə-mä'də) 
Rama	(rä'mə) 
Ramayana	(rə-mä'yə-nə) 
ramble	(rām'bəl) 
rambler	(rām'blər) 
rambling	(rām'blĭng) 
Rambouillet	(rām'bŏŏ-lā, räm'bōō-yā') 
rambunctious	(rām-bŭngk'shəs) 
rambutan	(rām-bōōt'n) 
Ramée	(rə-mā') 
ramen	(rä'mən) 
ramet	(rā'mĭt) 
ramie	(rām'ē, rā'mē) 
ramification	(rām'ə-fĭ-kā'shən) 
ramify	(rām'ə-fī') 
rami	(rā'mī') 
ramjet	(rām'jět') 
ramona	(rə-mō'nə) 
rampage	(rām'pāj') 
rampant	(rām'pənt) 
rampart	(rām'pärt', -pərt) 
rampike	(rām'pīk') 
rampion	(rām'pē-ən) 
ramp	(rāmp) 
ram	(rām) 
RAM	(rām) 
ramrod	(rām'rŏd') 
ramshackle	(rām'shāk'əl) 
ramson	(rām'zən, -sən) 
ramtil	(rām'tĭl) 
ramus	(rā'məs) 
rancheria	(rān'chə-rē'ə) 
ranchero	(rān-châr'ō) 
rancher	(rān'chər) 
ranchman	(rānch'mən) 
rancho	(rān'chō) 
ranch	(rānch) 
rancid	(rān'sĭd) 
rancor	(rāng'kər) 
rancour	(rāng'kər) 
randan	(rān'dān') 
randomize	(rān'də-mīz') 
random	(rān'dəm) 
rand	(rānd) 
Rand	(rānd) 
rand	(rānd, ränd) 
Rand	(rānd, ränd) 
randy	(rān'dē) 
ranee	(rä'nē) 
rangeland	(rānj'lānd', -lənd) 
range	(rānj) 
ranger	(rān'jər) 
Rangoon	(rān-gōōn', rāng-) 
rangy	(rān'jē) 
ranitidine	(rə-nĭt'ĭ-dēn') 
ranker	(rāng'kər) 
ranking	(rāng'kĭng) 
rankle	(rāng'kəl) 
rank	(rāngk) 
ransack	(rān'sāk') 
ransom	(rān'səm) 
Ransom	(rān'səm) 
rant	(rānt) 
ranula	(rān'yə-lə) 
ranunculus	(rə-nŭng'kyə-ləs) 
rapacious	(rə-pā'shəs) 
rape	(rāp) 
rapeseed	(rāp'sēd') 
raphe	(rā'fē') 
raphia	(rāf'ē-ə) 
raphide	(rā'fīd) 
rapid	(rāp'ĭd) 
rapier	(rā'pē-ər, rāp'yər) 
rapine	(rāp'ĭn) 
rapini	(rā-pē'nē) 
rapist	(rā'pĭst) 
rapparee	(rāp'ə-rē') 
rappee	(rā-pē') 
rappel	(rā-pěl') 
rapper	(rāp'ər) 
rapporteur	(rāp'ôr-tûr', -tɶr') 
rapport	(rā-pôr', -pōr', rə-) 
rapprochement	(rä'prôsh-mäɴ') 
rap	(rāp) 
rapscallion	(rāp-skāl'yən) 
raptor	(rāp'tər) 
rapt	(rāpt) 
rapture	(rāp'chər) 
rapturous	(rāp'chər-əs) 
Ra	(rä) 
rarebit	(râr'bĭt) 
rarefaction	(râr'ə-fāk'shən) 
rarely	(râr'lē) 
rare	(râr) 
rareripe	(râr'rīp') 
rarify	(râr'ə-fī') 
rarity	(râr'ĭ-tē) 
rasbora	(rāz-bôr'ə, -bōr'ə) 
rascality	(rās-kāl'ĭ-tē) 
rascal	(rās'kəl) 
rase	(rāz) 
rasher	(rāsh'ər) 
rash	(rāsh) 
raspberry	(rāz'běr'ē) 
rasp	(rāsp) 
raspy	(rās'pē) 
rassle	(rās'əl) 
Rastafarianism	(rä'stə-fär'ē-ə-nĭz'əm, rās'tə-fâr'-) 
Rastafarian	(räs'tə-fär'ē-ən, rās'tə-fār'-) 
Rasta	(rä'stə, rās'tə) 
raster	(rās'tər) 
ratable	(rā'tə-bəl) 
ratafia	(rāt'ə-fē'ə) 
rataplan	(rāt'ə-plān') 
ratatouille	(rāt'ə-tōō'ē, rä'tä-) 
ratchet	(rāch'ĭt) 
ratel	(rät'l, rāt'l) 
ratemaking	(rāt'mā'kĭng) 
ratepayer	(rāt'pā'ər) 
rate	(rāt) 
rater	(rā'tər) 
ratfink	(rāt'fĭngk') 
ratfish	(rāt'fĭsh') 
rathe	(rāth, rāth) 
rathskeller	(rät'skěl'ər, rāt'-, rāth'-) 
ratify	(rāt'ə-fī') 
ratiné	(rāt'ə-nā') 
rating	(rā'tĭng) 
ratiocinate	(rāsh'ē-ŏs'ə-nāt') 
rationale	(rāsh'ə-nāl') 
rationalism	(rāsh'ə-nə-lĭz'əm) 
rationality	(rāsh'ə-nāl'ĭ-tē) 
rationalization	(rāsh'ə-nə-lĭ-zā'shən) 
rationalize	(rāsh'ə-nə-līz') 
rational	(rāsh'ə-nəl) 
ration	(rāsh'ən, rā'shən) 
ratio	(rā'shō, rā'shē-ō') 
ratite	(rāt'īt') 
rat	(rāt) 
ratsbane	(rāts'bān') 
rattan	(rā-tān', rə-) 
ratteen	(rā-tēn') 
ratter	(rāt'ər) 
rattlebox	(rāt'l-bŏks') 
rattlebrained	(rāt'l-brānd') 
rattle	(rāt'l) 
rattler	(rāt'lər) 
rattlesnake	(rāt'l-snāk') 
rattletrap	(rāt'l-trāp') 
rattling	(rāt'lĭng) 
rattly	(rāt'l-ē) 
rattoon	(rā-tōōn') 
rattrap	(rāt'trāp') 
ratty	(rāt'ē) 
raucous	(rô'kəs) 
raunch	(rônch, ränch) 
raunchy	(rôn'chē, rän'-) 
rauwolfia	(rou-wŏŏl'fē-ə, rô-) 
ravage	(rāv'ĭj) 
ravelment	(rāv'əl-mənt) 
ravel	(rāv'əl) 
Ravel	(rə-věl', rä-) 
ravening	(rāv'ə-nĭng) 
Ravenna	(rə-věn'ə, rä-věn'nä) 
ravenous	(rāv'ə-nəs) 
raven	(rā'vən) 
raven	(rāv'ən) 
rave	(rāv) 
ravine	(rə-vēn') 
raving	(rā'vĭng) 
ravioli	(rāv'ē-ō'lē) 
ravishment	(rāv'ĭsh-mənt) 
ravish	(rāv'ĭsh) 
rawhide	(rô'hīd') 
rawinsonde	(rā'wĭn-sŏnd') 
raw	(rô) 
rayless	(rā'lĭs) 
rayon	(rā'ŏn) 
ray	(rā) 
Ray	(rā) 
Ray	(rī) 
razorback	(rā'zər-bāk') 
razorbill	(rā'zər-bĭl') 
razor	(rā'zər) 
razzia	(rāz'ē-ə) 
razzmatazz	(rāz'mə-tāz') 
razz	(rāz) 
reabsorb	(rē'əb-sôrb', -zôrb') 
reaccreditation	(rē'ə-krěd'ĭ-tā'shən) 
reach	(rēch) 
reactance	(rē-āk'təns) 
reactant	(rē-āk'tənt) 
reactionary	(rē-āk'shə-něr'ē) 
reaction	(rē-āk'shən) 
reactivate	(rē-āk'tə-vāt') 
reactive	(rē-āk'tĭv) 
reactor	(rē-āk'tər) 
react	(rē-ākt') 
readable	(rē'də-bəl) 
reader	(rē'dər) 
readership	(rē'dər-shĭp') 
readily	(rěd'ə-lē, rěd'l-ē) 
Reading	(rěd'ĭng) 
reading	(rē'dĭng) 
readjust	(rē'ə-jŭst') 
read	(rēd) 
Read	(rēd) 
ready	(rěd'ē) 
reaffirm	(rē'ə-fûrm') 
Reagan	(rā'gən) 
reagent	(rē-ā'jənt) 
reagin	(rē-ā'jĭn) 
realgar	(rē-āl'gär', -gər) 
realign	(rē'ə-līn') 
realism	(rē'ə-lĭz'əm) 
realist	(rē'ə-lĭst) 
reality	(rē-āl'ĭ-tē) 
realization	(rē'ə-lĭ-zā'shən) 
realize	(rē'ə-līz') 
really	(rē'ə-lē', rē'lē) 
realm	(rělm) 
real number	(rē'əl) 
realpolitik	(rā-äl'pō'lĭ-tēk') 
real	(rā-äl') 
real	(rē'əl, rēl) 
Realtor	(rē'əl-tər, -tôr') 
realty	(rē'əl-tē) 
reamer	(rē'mər) 
ream	(rēm) 
reanimate	(rē-ān'ə-māt') 
reaper	(rē'pər) 
reapportionment	(rē'ə-pôr'shən-mənt) 
reapportion	(rē'ə-pôr'shən) 
reappraisal	(rē'ə-prā'zəl) 
reappraise	(rē'ə-prāz') 
reap	(rēp) 
reargue	(rē-är'gyōō) 
rearmost	(rîr'mōst') 
rearm	(rē-ärm') 
rearrange	(rē'ə-rānj') 
rear	(rîr) 
rearward	(rîr'wərd) 
rearward	(rîr'wôrd') 
reasonable	(rē'zə-nə-bəl) 
reasoning	(rē'zə-nĭng) 
reason	(rē'zən) 
reassemble	(rē'ə-sěm'bəl) 
reassign	(rē'ə-sīn') 
reassure	(rē'ə-shŏŏr') 
reata	(rē-ä'tə) 
Réaumur	(rā'ə-myŏŏr', -ō-, rā-ō-mür') 
reave	(rēv) 
rebar	(rē'bär') 
rebate	(rē'bāt') 
rebate	(rē'bāt', rāb'ĭt) 
rebato	(rĭ-bä'tō) 
rebbe	(rěb'ə, rěb'ē) 
rebellion	(rĭ-běl'yən) 
rebellious	(rĭ-běl'yəs) 
rebel	(rĭ-běl') 
rebid	(rē-bĭd') 
rebind	(rē-bīnd') 
rebirth	(rē-bûrth', rē'bûrth') 
rebook	(rē-bŏŏk') 
reboot	(rē-bōōt') 
reborn	(rē-bôrn') 
rebound	(rē-bound') 
rebound	(rē'bound', rĭ-) 
rebozo	(rĭ-bō'sō, -zō) 
Reb	(rěb) 
rebroadcast	(rē-brôd'kāst') 
rebuff	(rĭ-bŭf') 
rebuild	(rē-bĭld') 
rebuke	(rĭ-byōōk') 
rebus	(rē'bəs) 
rebut	(rĭ-bŭt') 
rebuttal	(rĭ-bŭt'l) 
rebutter	(rĭ-bŭt'ər) 
recalcitrant	(rĭ-kāl'sĭ-trənt) 
recalculate	(rē-kāl'kyə-lāt') 
recalescence	(rē'kə-lěs'əns) 
recall	(rĭ-kôl') 
Récamier	(rā'kəm-yā', rā-käm-) 
recant	(rĭ-kānt') 
recapitalize	(rē-kāp'ĭ-tl-īz') 
recapitulate	(rē'kə-pĭch'ə-lāt') 
recapitulation	(rē'kə-pĭch'ə-lā'shən) 
recap	(rē-kāp') 
recap	(rē'kāp') 
recapture	(rē-kāp'chər) 
recast	(rē-kāst') 
recce	(rěk'ē) 
recede	(rē-sēd') 
recede	(rĭ-sēd') 
receipt	(rĭ-sēt') 
receivable	(rĭ-sē'və-bəl) 
receive	(rĭ-sēv') 
receiver	(rĭ-sē'vər) 
receivership	(rĭ-sē'vər-shĭp') 
recension	(rĭ-sěn'shən) 
recent	(rē'sənt) 
Recent	(rē'sənt) 
receptacle	(rĭ-sěp'tə-kəl) 
receptionist	(rĭ-sěp'shə-nĭst) 
reception	(rĭ-sěp'shən) 
receptive	(rĭ-sěp'tĭv) 
